,N,Loss
0,1,0.2750338613986969
0,126,0.18533720076084137
0,251,0.1534518003463745
0,376,0.14877744019031525
0,501,0.15046490728855133
0,626,0.15250106155872345
0,751,0.13750606775283813
0,876,0.13984936475753784
0,1001,0.12906388938426971
0,1126,0.14911669492721558
0,1251,0.13564369082450867
0,1376,0.12148264795541763
0,1501,0.12438171356916428
0,1626,0.11050207912921906
0,1751,0.10801101475954056
0,1876,0.10889836400747299
0,2001,0.11802305281162262
0,2126,0.10645610839128494
0,2251,0.10923585295677185
0,2376,0.13676488399505615
0,1,0.37563052773475647
0,126,0.17938634753227234
0,251,0.14173752069473267
0,376,0.15245893597602844
0,501,0.1524781733751297
0,626,0.14748747646808624
0,751,0.13202959299087524
0,876,0.12084061652421951
0,1001,0.13722950220108032
0,1126,0.11749555915594101
0,1251,0.1143454760313034
0,1376,0.14530183374881744
0,1501,0.11786726117134094
0,1626,0.11970468610525131
0,1751,0.10743110626935959
0,1876,0.13354769349098206
0,2001,0.14015287160873413
0,2126,0.11760570853948593
0,2251,0.11384434998035431
0,2376,0.12127871811389923
0,1,0.4760705232620239
0,126,0.16953468322753906
0,251,0.15603363513946533
0,376,0.13257303833961487
0,501,0.1233200654387474
0,626,0.1297166496515274
0,751,0.13893358409404755
0,876,0.121635302901268
0,1001,0.14495262503623962
0,1126,0.1512679159641266
0,1251,0.12197736650705338
0,1376,0.14390932023525238
0,1501,0.14662672579288483
0,1626,0.13350747525691986
0,1751,0.11879862844944
0,1876,0.10539082437753677
0,2001,0.11326863616704941
0,2126,0.14125420153141022
0,2251,0.13905014097690582
0,2376,0.12248358130455017
0,1,0.3437376916408539
0,126,0.1951059103012085
0,251,0.16762642562389374
0,376,0.15060342848300934
0,501,0.14927583932876587
0,626,0.14282137155532837
0,751,0.13748279213905334
0,876,0.13609029352664948
0,1001,0.14880743622779846
0,1126,0.10825013369321823
0,1251,0.12735235691070557
0,1376,0.11746126413345337
0,1501,0.12614186108112335
0,1626,0.10347525775432587
0,1751,0.1263468712568283
0,1876,0.12915048003196716
0,2001,0.1157584935426712
0,2126,0.11720062047243118
0,2251,0.13272720575332642
0,2376,0.09730000793933868
0,1,0.3718966245651245
0,126,0.14490258693695068
0,251,0.1588558405637741
0,376,0.16554094851016998
0,501,0.15699878334999084
0,626,0.13926327228546143
0,751,0.13271445035934448
0,876,0.13915929198265076
0,1001,0.13174182176589966
0,1126,0.14225682616233826
0,1251,0.11974235624074936
0,1376,0.13748517632484436
0,1501,0.10762935876846313
0,1626,0.12438762933015823
0,1751,0.14925573766231537
0,1876,0.12334391474723816
0,2001,0.12424889206886292
0,2126,0.13116715848445892
0,2251,0.10730713605880737
0,2376,0.11782901734113693
0,1,0.2606782615184784
0,126,0.164944127202034
0,251,0.16537542641162872
0,376,0.16137857735157013
0,501,0.12234446406364441
0,626,0.14742529392242432
0,751,0.12906226515769958
0,876,0.11245189607143402
0,1001,0.13593755662441254
0,1126,0.13450059294700623
0,1251,0.13296765089035034
0,1376,0.12633994221687317
0,1501,0.12039032578468323
0,1626,0.1238962709903717
0,1751,0.11548130959272385
0,1876,0.1357058882713318
0,2001,0.14118868112564087
0,2126,0.13971203565597534
0,2251,0.11085990816354752
0,2376,0.10836676508188248
0,1,0.3067767024040222
0,126,0.17783422768115997
0,251,0.17070789635181427
0,376,0.1448257565498352
0,501,0.1611369550228119
0,626,0.1412828415632248
0,751,0.1491716057062149
0,876,0.14195601642131805
0,1001,0.12025972455739975
0,1126,0.12146264314651489
0,1251,0.1084914430975914
0,1376,0.13365396857261658
0,1501,0.11833827197551727
0,1626,0.13934561610221863
0,1751,0.1300731897354126
0,1876,0.12302756309509277
0,2001,0.1228218674659729
0,2126,0.12706582248210907
0,2251,0.10785163193941116
0,2376,0.13326261937618256
0,1,0.49632519483566284
0,126,0.14261484146118164
0,251,0.16349300742149353
0,376,0.1548154205083847
0,501,0.1372278928756714
0,626,0.14742368459701538
0,751,0.12035077810287476
0,876,0.13370393216609955
0,1001,0.11934474855661392
0,1126,0.1515725702047348
0,1251,0.1283295750617981
0,1376,0.12270013988018036
0,1501,0.1389569491147995
0,1626,0.10569024831056595
0,1751,0.12505990266799927
0,1876,0.1245105192065239
0,2001,0.13512814044952393
0,2126,0.11323332786560059
0,2251,0.11197558045387268
0,2376,0.0996936708688736
0,1,0.37118470668792725
0,126,0.1921260803937912
0,251,0.12535719573497772
0,376,0.15949413180351257
0,501,0.15668924152851105
0,626,0.13399411737918854
0,751,0.13865938782691956
0,876,0.15107831358909607
0,1001,0.12668828666210175
0,1126,0.14302246272563934
0,1251,0.11758117377758026
0,1376,0.13668091595172882
0,1501,0.12847663462162018
0,1626,0.1152912899851799
0,1751,0.13492701947689056
0,1876,0.14211614429950714
0,2001,0.1271536946296692
0,2126,0.14871469140052795
0,2251,0.11793060600757599
0,2376,0.1336210072040558
0,1,0.2706364691257477
0,126,0.1843288093805313
0,251,0.15493346750736237
0,376,0.1434871405363083
0,501,0.1466224491596222
0,626,0.13668304681777954
0,751,0.1381106972694397
0,876,0.16951143741607666
0,1001,0.13602307438850403
0,1126,0.11699869483709335
0,1251,0.1256580948829651
0,1376,0.14646849036216736
0,1501,0.1286572515964508
0,1626,0.13235914707183838
0,1751,0.1385357528924942
0,1876,0.12487660348415375
0,2001,0.12523384392261505
0,2126,0.10259320586919785
0,2251,0.12252466380596161
0,2376,0.12246087193489075
0,1,0.48735904693603516
0,126,0.15969127416610718
0,251,0.1573958545923233
0,376,0.16557654738426208
0,501,0.15334896743297577
0,626,0.14248812198638916
0,751,0.13747066259384155
0,876,0.1433131843805313
0,1001,0.14226725697517395
0,1126,0.14663618803024292
0,1251,0.11055892705917358
0,1376,0.14494284987449646
0,1501,0.12993338704109192
0,1626,0.10050579905509949
0,1751,0.13135887682437897
0,1876,0.12974444031715393
0,2001,0.1136375218629837
0,2126,0.12974414229393005
0,2251,0.1281880885362625
0,2376,0.12767694890499115
0,1,0.24356624484062195
0,126,0.1683427095413208
0,251,0.18209294974803925
0,376,0.1504417061805725
0,501,0.13531124591827393
0,626,0.15004122257232666
0,751,0.13175900280475616
0,876,0.14321354031562805
0,1001,0.12424904108047485
0,1126,0.13713400065898895
0,1251,0.10800845921039581
0,1376,0.13009339570999146
0,1501,0.13118420541286469
0,1626,0.12400037795305252
0,1751,0.11882764101028442
0,1876,0.12080369889736176
0,2001,0.12935616075992584
0,2126,0.13398998975753784
0,2251,0.14190272986888885
0,2376,0.10011934489011765
0,1,0.5046617388725281
0,126,0.2040098011493683
0,251,0.16601091623306274
0,376,0.14661681652069092
0,501,0.14539699256420135
0,626,0.1091548502445221
0,751,0.12245555222034454
0,876,0.15484781563282013
0,1001,0.14121609926223755
0,1126,0.1469505876302719
0,1251,0.12454433739185333
0,1376,0.14104139804840088
0,1501,0.1300550252199173
0,1626,0.12811961770057678
0,1751,0.1307632029056549
0,1876,0.13437288999557495
0,2001,0.10745597630739212
0,2126,0.10438258945941925
0,2251,0.1279076337814331
0,2376,0.12456822395324707
0,1,0.30925726890563965
0,126,0.18905994296073914
0,251,0.16115836799144745
0,376,0.1524021178483963
0,501,0.15783928334712982
0,626,0.15618309378623962
0,751,0.15206937491893768
0,876,0.12718646228313446
0,1001,0.13894042372703552
0,1126,0.15125899016857147
0,1251,0.1314171850681305
0,1376,0.1304367482662201
0,1501,0.12911000847816467
0,1626,0.12033692002296448
0,1751,0.13880755007266998
0,1876,0.10940763354301453
0,2001,0.1310926377773285
0,2126,0.13668160140514374
0,2251,0.12650705873966217
0,2376,0.12002940475940704
0,1,0.2591800093650818
0,126,0.15650451183319092
0,251,0.1558992713689804
0,376,0.13194802403450012
0,501,0.15495803952217102
0,626,0.13857927918434143
0,751,0.15456566214561462
0,876,0.1375828981399536
0,1001,0.13460460305213928
0,1126,0.12657785415649414
0,1251,0.13939021527767181
0,1376,0.13915248215198517
0,1501,0.13286249339580536
0,1626,0.1315889209508896
0,1751,0.09895777702331543
0,1876,0.14907947182655334
0,2001,0.1260368674993515
0,2126,0.13508333265781403
0,2251,0.12476018816232681
0,2376,0.12729090452194214
0,1,0.4424590766429901
0,126,0.17810624837875366
0,251,0.13369762897491455
0,376,0.1594090610742569
0,501,0.15855343639850616
0,626,0.1310967653989792
0,751,0.13445867598056793
0,876,0.15352508425712585
0,1001,0.13408039510250092
0,1126,0.1294310986995697
0,1251,0.12221235036849976
0,1376,0.13171425461769104
0,1501,0.1280033141374588
0,1626,0.13002626597881317
0,1751,0.11230260878801346
0,1876,0.12240877002477646
0,2001,0.14990340173244476
0,2126,0.11841871589422226
0,2251,0.11873871088027954
0,2376,0.12641365826129913
0,1,0.49615776538848877
0,126,0.1572636365890503
0,251,0.15119574964046478
0,376,0.1497606784105301
0,501,0.15835875272750854
0,626,0.14587420225143433
0,751,0.11743684113025665
0,876,0.13299356400966644
0,1001,0.11636190116405487
0,1126,0.14233087003231049
0,1251,0.11593372374773026
0,1376,0.14949257671833038
0,1501,0.11256735026836395
0,1626,0.10420946031808853
0,1751,0.12065377086400986
0,1876,0.14251941442489624
0,2001,0.10466108471155167
0,2126,0.1422712504863739
0,2251,0.13269385695457458
0,2376,0.13749808073043823
0,1,0.258953720331192
0,126,0.17718075215816498
0,251,0.17892305552959442
0,376,0.1604510098695755
0,501,0.11797274649143219
0,626,0.12775374948978424
0,751,0.13616622984409332
0,876,0.1421320140361786
0,1001,0.13589543104171753
0,1126,0.14052538573741913
0,1251,0.12636339664459229
0,1376,0.13577163219451904
0,1501,0.1400122046470642
0,1626,0.13088752329349518
0,1751,0.1222013384103775
0,1876,0.12296231091022491
0,2001,0.14879845082759857
0,2126,0.1222183033823967
0,2251,0.13164812326431274
0,2376,0.11485468596220016
0,1,0.29521262645721436
0,126,0.17228342592716217
0,251,0.17200346291065216
0,376,0.1806369572877884
0,501,0.15888819098472595
0,626,0.15250848233699799
0,751,0.14860984683036804
0,876,0.15746010839939117
0,1001,0.15195855498313904
0,1126,0.11986903101205826
0,1251,0.14184235036373138
0,1376,0.1416195034980774
0,1501,0.13016363978385925
0,1626,0.12310266494750977
0,1751,0.11124710738658905
0,1876,0.12476440519094467
0,2001,0.10865716636180878
0,2126,0.10879216343164444
0,2251,0.12365742027759552
0,2376,0.12349554151296616
0,1,0.3040837347507477
0,126,0.17485028505325317
0,251,0.169786736369133
0,376,0.18183015286922455
0,501,0.1390758454799652
0,626,0.15396647155284882
0,751,0.13111759722232819
0,876,0.13643337786197662
0,1001,0.11038118600845337
0,1126,0.14358729124069214
0,1251,0.1270359456539154
0,1376,0.12137958407402039
0,1501,0.12091919779777527
0,1626,0.10673630982637405
0,1751,0.10814609378576279
0,1876,0.1153976321220398
0,2001,0.11942711472511292
0,2126,0.13716956973075867
0,2251,0.133985236287117
0,2376,0.09615305066108704
