,N,Loss
0,1,0.8310942053794861
0,101,0.09929540008306503
0,201,0.09843482077121735
0,301,0.05835139378905296
0,401,0.046947136521339417
0,501,0.015574157238006592
0,601,0.017743831500411034
0,701,0.013674682006239891
0,801,0.008190794847905636
0,901,0.00740466546267271
0,1001,0.00906122662127018
0,1101,0.01130786444991827
0,1201,0.012291805818676949
0,1301,0.010697852820158005
0,1401,0.012387152761220932
0,1501,0.013804025948047638
0,1601,0.012236577458679676
0,1701,0.005135660991072655
0,1801,0.011182647198438644
0,1901,0.009715748950839043
0,2001,0.008304174989461899
0,2101,0.008163336664438248
0,2201,0.0032078546937555075
0,2301,0.012228596955537796
0,2401,0.007027932442724705
0,1,0.38948553800582886
0,101,0.10368242859840393
0,201,0.08743990957736969
0,301,0.05350397899746895
0,401,0.04465726390480995
0,501,0.024908263236284256
0,601,0.01454632543027401
0,701,0.006007200572639704
0,801,0.009232467040419579
0,901,0.010737619362771511
0,1001,0.01285562664270401
0,1101,0.013065379112958908
0,1201,0.011723751202225685
0,1301,0.011380716226994991
0,1401,0.010351271368563175
0,1501,0.010990150272846222
0,1601,0.009710351936519146
0,1701,0.015190491452813148
0,1801,0.008207989856600761
0,1901,0.013123776763677597
0,2001,0.005691431928426027
0,2101,0.010842769406735897
0,2201,0.008328692987561226
0,2301,0.005707594100385904
0,2401,0.006717845797538757
0,1,0.5816451907157898
0,101,0.07923737168312073
0,201,0.09909193962812424
0,301,0.05424300581216812
0,401,0.05032031983137131
0,501,0.021627280861139297
0,601,0.0063925571739673615
0,701,0.008643068373203278
0,801,0.007554249372333288
0,901,0.010064026340842247
0,1001,0.010428323410451412
0,1101,0.009507229551672935
0,1201,0.009709345176815987
0,1301,0.009789926931262016
0,1401,0.01082544680684805
0,1501,0.011027369648218155
0,1601,0.00845272932201624
0,1701,0.0062563796527683735
0,1801,0.011672458611428738
0,1901,0.009425995871424675
0,2001,0.012402727268636227
0,2101,0.00934230349957943
0,2201,0.007760212291032076
0,2301,0.005095114931464195
0,2401,0.007336852606385946
0,1,0.4978933334350586
0,101,0.13753823935985565
0,201,0.0824003517627716
0,301,0.045623570680618286
0,401,0.028074057772755623
0,501,0.016111744567751884
0,601,0.007393879350274801
0,701,0.006776090711355209
0,801,0.013847758993506432
0,901,0.010132474824786186
0,1001,0.009433049708604813
0,1101,0.011765684001147747
0,1201,0.00925016775727272
0,1301,0.013286476023495197
0,1401,0.009293916635215282
0,1501,0.012838374823331833
0,1601,0.008495427668094635
0,1701,0.012875876389443874
0,1801,0.00976361520588398
0,1901,0.012546367943286896
0,2001,0.013231738470494747
0,2101,0.005924807861447334
0,2201,0.006435241550207138
0,2301,0.005831248592585325
0,2401,0.007902336306869984
0,1,0.8225406408309937
0,101,0.10635257512331009
0,201,0.05829087644815445
0,301,0.05921877920627594
0,401,0.023189526051282883
0,501,0.034620653837919235
0,601,0.015896886587142944
0,701,0.010790424421429634
0,801,0.006703063379973173
0,901,0.009809243492782116
0,1001,0.011104103177785873
0,1101,0.012862925417721272
0,1201,0.00949775893241167
0,1301,0.00820892583578825
0,1401,0.01189049519598484
0,1501,0.009839878417551517
0,1601,0.007260299287736416
0,1701,0.009326232597231865
0,1801,0.011686683632433414
0,1901,0.01420955266803503
0,2001,0.004121053032577038
0,2101,0.0089971162378788
0,2201,0.006265745032578707
0,2301,0.007913419976830482
0,2401,0.008740349672734737
0,1,0.5220211148262024
0,101,0.11510877311229706
0,201,0.07826615124940872
0,301,0.05102087929844856
0,401,0.04244210571050644
0,501,0.03109046444296837
0,601,0.009612099267542362
0,701,0.006295033730566502
0,801,0.003990324214100838
0,901,0.012957056984305382
0,1001,0.010800667107105255
0,1101,0.0109208133071661
0,1201,0.010763412341475487
0,1301,0.010645389556884766
0,1401,0.010142829269170761
0,1501,0.007408250123262405
0,1601,0.010466069914400578
0,1701,0.012461607344448566
0,1801,0.006772944703698158
0,1901,0.008017096668481827
0,2001,0.008674954995512962
0,2101,0.015259522944688797
0,2201,0.0070158010348677635
0,2301,0.008931491523981094
0,2401,0.007173127494752407
0,1,0.2817293703556061
0,101,0.15724408626556396
0,201,0.05958811193704605
0,301,0.07063660770654678
0,401,0.023355992510914803
0,501,0.01872662454843521
0,601,0.02493946999311447
0,701,0.007717718370258808
0,801,0.010841208510100842
0,901,0.010471043176949024
0,1001,0.00942225195467472
0,1101,0.011676378548145294
0,1201,0.01218495238572359
0,1301,0.012077105231583118
0,1401,0.011233365163207054
0,1501,0.006849986966699362
0,1601,0.00911453366279602
0,1701,0.01173852663487196
0,1801,0.009882042184472084
0,1901,0.009222514927387238
0,2001,0.0069527351297438145
0,2101,0.003906333819031715
0,2201,0.003579851007089019
0,2301,0.006818428169935942
0,2401,0.013201027177274227
0,1,0.41013363003730774
0,101,0.10952653735876083
0,201,0.10745778679847717
0,301,0.05327398329973221
0,401,0.04861453175544739
0,501,0.021188508719205856
0,601,0.006503595504909754
0,701,0.012871609069406986
0,801,0.00966301467269659
0,901,0.011506570503115654
0,1001,0.006690082140266895
0,1101,0.012315762229263783
0,1201,0.010614968836307526
0,1301,0.010504824109375477
0,1401,0.011613446287810802
0,1501,0.008568582125008106
0,1601,0.005370904225856066
0,1701,0.0056869215331971645
0,1801,0.011317120864987373
0,1901,0.014877956360578537
0,2001,0.007437497843056917
0,2101,0.008501824922859669
0,2201,0.004817409906536341
0,2301,0.01051065418869257
0,2401,0.005652362480759621
0,1,0.3705572187900543
0,101,0.08995511382818222
0,201,0.09306147694587708
0,301,0.059470757842063904
0,401,0.029524026438593864
0,501,0.015842212364077568
0,601,0.006187251303344965
0,701,0.007567586377263069
0,801,0.009650060907006264
0,901,0.011028563603758812
0,1001,0.01338070910423994
0,1101,0.009518694132566452
0,1201,0.011208588257431984
0,1301,0.009373185224831104
0,1401,0.008688258938491344
0,1501,0.012498045340180397
0,1601,0.009371232241392136
0,1701,0.014156726188957691
0,1801,0.01037281472235918
0,1901,0.008692985400557518
0,2001,0.008983385749161243
0,2101,0.012312659993767738
0,2201,0.013301258906722069
0,2301,0.011411020532250404
0,2401,
0,1,0.773830771446228
0,101,0.14564508199691772
0,201,0.09470022469758987
0,301,0.07736782729625702
0,401,0.04143008589744568
0,501,0.012187305837869644
0,601,0.020573902875185013
0,701,0.008861039765179157
0,801,0.005342170130461454
0,901,0.01082833856344223
0,1001,0.009535534307360649
0,1101,0.011686951853334904
0,1201,0.012006053701043129
0,1301,0.006016104947775602
0,1401,0.007855520583689213
0,1501,0.01072323601692915
0,1601,0.013220404274761677
0,1701,0.010632434859871864
0,1801,0.005732960533350706
0,1901,0.010264472104609013
0,2001,0.010771236382424831
0,2101,0.011972243897616863
0,2201,0.009534901939332485
0,2301,0.004486741032451391
0,2401,0.006152925081551075
0,1,0.36482760310173035
0,101,0.1400909423828125
0,201,0.09748063236474991
0,301,0.041821688413619995
0,401,0.024723026901483536
0,501,0.01690889522433281
0,601,0.015739742666482925
0,701,0.006970664486289024
0,801,0.01045245211571455
0,901,0.010095957666635513
0,1001,0.013305616565048695
0,1101,0.012829277664422989
0,1201,0.011047123931348324
0,1301,0.010597415268421173
0,1401,0.012719017453491688
0,1501,0.011534690856933594
0,1601,0.00918112974613905
0,1701,0.007757850922644138
0,1801,0.00967490952461958
0,1901,0.007982175797224045
0,2001,0.00669168820604682
0,2101,0.007824840024113655
0,2201,0.00448380783200264
0,2301,0.006087469402700663
0,2401,0.005228856578469276
0,1,0.3711735010147095
0,101,0.16208450496196747
0,201,0.07081744819879532
0,301,0.048745714128017426
0,401,0.03087216056883335
0,501,0.025668848305940628
0,601,0.006735593546181917
0,701,0.004153493791818619
0,801,0.012698011472821236
0,901,0.011657517403364182
0,1001,0.008654024451971054
0,1101,0.012296652421355247
0,1201,0.01625935733318329
0,1301,0.014511031098663807
0,1401,0.012450311332941055
0,1501,0.010839425027370453
0,1601,0.011152513325214386
0,1701,0.0064203934744000435
0,1801,0.013574760407209396
0,1901,0.005486581940203905
0,2001,0.008886453695595264
0,2101,0.007881940342485905
0,2201,0.007160563487559557
0,2301,0.007470748387277126
0,2401,0.00841578934341669
0,1,0.22933177649974823
0,101,0.19701629877090454
0,201,0.07006976008415222
0,301,0.0414210669696331
0,401,0.037707287818193436
0,501,0.033416058868169785
0,601,0.020401906222105026
0,701,0.007354055065661669
0,801,0.007193658966571093
0,901,0.011476356536149979
0,1001,0.014714140444993973
0,1101,0.009117512963712215
0,1201,0.011017446406185627
0,1301,0.012652487494051456
0,1401,0.008273379877209663
0,1501,0.010183033533394337
0,1601,0.014474578201770782
0,1701,0.011778934858739376
0,1801,0.01184453722089529
0,1901,0.010318616405129433
0,2001,0.011184770613908768
0,2101,0.0063845147378742695
0,2201,0.010064223781228065
0,2301,0.006309292279183865
0,2401,0.00740862125530839
0,1,0.6190217733383179
0,101,0.10078885406255722
0,201,0.08366381376981735
0,301,0.045957908034324646
0,401,0.04176708683371544
0,501,0.007851356640458107
0,601,0.016369707882404327
0,701,0.006818324793130159
0,801,0.0076791103929281235
0,901,0.006845525465905666
0,1001,0.017299722880125046
0,1101,0.01756587065756321
0,1201,0.011888483539223671
0,1301,0.016437912359833717
0,1401,0.007687659468501806
0,1501,0.006112763192504644
0,1601,0.010083475150167942
0,1701,0.008621597662568092
0,1801,0.008105432614684105
0,1901,0.009882841259241104
0,2001,0.012594057247042656
0,2101,0.009481696411967278
0,2201,0.01115179993212223
0,2301,0.004468370229005814
0,2401,0.006854783743619919
0,1,0.35160863399505615
0,101,0.10954363644123077
0,201,0.06919754296541214
0,301,0.052131038159132004
0,401,0.030272336676716805
0,501,0.018944252282381058
0,601,0.016571203246712685
0,701,0.012280786409974098
0,801,0.002947390079498291
0,901,0.008442621678113937
0,1001,0.010228505358099937
0,1101,0.012113822624087334
0,1201,0.010864486917853355
0,1301,0.009080791845917702
0,1401,0.008783768862485886
0,1501,0.00677131162956357
0,1601,0.01283173356205225
0,1701,0.01140107773244381
0,1801,0.010992796160280704
0,1901,0.008109647780656815
0,2001,0.01185150258243084
0,2101,0.009244006127119064
0,2201,0.009216736070811749
0,2301,0.008087859489023685
0,2401,0.011896086856722832
0,1,0.43458056449890137
0,101,0.09575244784355164
0,201,0.09279798716306686
0,301,0.04515732452273369
0,401,0.038071319460868835
0,501,0.019382549449801445
0,601,0.013924879021942616
0,701,0.004865718074142933
0,801,0.006961420644074678
0,901,0.010431512258946896
0,1001,0.011205289512872696
0,1101,0.015480595640838146
0,1201,0.013236518017947674
0,1301,0.009790780022740364
0,1401,0.011071883141994476
0,1501,0.009165208786725998
0,1601,0.011065726168453693
0,1701,0.008132818154990673
0,1801,0.014424579218029976
0,1901,0.009818559512495995
0,2001,0.01120990514755249
0,2101,0.01107739470899105
0,2201,0.003201444400474429
0,2301,0.006854561157524586
0,2401,0.006558915600180626
0,1,0.2621876001358032
0,101,0.12065888196229935
0,201,0.08884280920028687
0,301,0.06427525728940964
0,401,0.03115045465528965
0,501,0.005886396858841181
0,601,0.012487859465181828
0,701,0.009316442534327507
0,801,0.009587101638317108
0,901,0.01049599889665842
0,1001,0.01204007863998413
0,1101,0.012227288447320461
0,1201,0.015738461166620255
0,1301,0.011045210063457489
0,1401,0.009604471735656261
0,1501,0.009671431966125965
0,1601,0.008089626207947731
0,1701,0.012033374048769474
0,1801,0.009595992974936962
0,1901,
0,2001,0.009096376597881317
0,2101,0.0026376841124147177
0,2201,0.011134093627333641
0,2301,0.009262782521545887
0,2401,0.009486381895840168
0,1,0.3241218328475952
0,101,0.11625020205974579
0,201,0.07907196879386902
0,301,0.06317340582609177
0,401,0.037875913083553314
0,501,0.02098148502409458
0,601,0.0038094145711511374
0,701,0.008920387364923954
0,801,0.006545682437717915
0,901,0.012968105264008045
0,1001,0.010303881019353867
0,1101,0.013510491698980331
0,1201,0.012207023799419403
