,N,Loss
0,1,0.4166560769081116
0,101,0.10083843022584915
0,201,0.09472770988941193
0,301,0.06624704599380493
0,401,0.038073040544986725
0,501,0.011530589312314987
0,601,0.00420210650190711
0,701,0.011309007182717323
0,801,0.007429859135299921
0,901,0.013971793465316296
0,1001,0.008517875336110592
0,1101,0.012135502882301807
0,1201,0.006305731367319822
0,1301,0.012201011180877686
0,1401,0.009632422588765621
0,1501,0.0077026840299367905
0,1601,0.008302132599055767
0,1701,0.01046872977167368
0,1801,0.0037187100388109684
0,1901,0.006729209329932928
0,2001,0.005815302021801472
0,2101,0.005870245862752199
0,2201,0.00988887157291174
0,2301,0.009386027231812477
0,2401,0.010743287391960621
0,1,0.5180598497390747
0,101,0.09653053432703018
0,201,0.05411190539598465
0,301,0.04262984171509743
0,401,0.030389266088604927
0,501,0.011247111484408379
0,601,0.012907832860946655
0,701,0.0061570112593472
0,801,0.003960238769650459
0,901,0.015142499469220638
0,1001,0.010887890122830868
0,1101,0.009475061669945717
0,1201,0.010914035141468048
0,1301,0.008623769506812096
0,1401,0.01398484967648983
0,1501,0.009873773902654648
0,1601,0.01028858870267868
0,1701,0.00750200729817152
0,1801,0.0053524901159107685
0,1901,0.012769863940775394
0,2001,0.005852636881172657
0,2101,0.007280733436346054
0,2201,0.006194103974848986
0,2301,0.001949565950781107
0,2401,0.01283602137118578
0,1,0.6467171311378479
0,101,0.11109686642885208
0,201,0.1048865020275116
0,301,0.03978386148810387
0,401,0.04853656888008118
0,501,0.010426702909171581
0,601,0.01998734287917614
0,701,0.007492184638977051
0,801,0.008014804683625698
0,901,0.012843495234847069
0,1001,0.0115659786388278
0,1101,0.010554554872214794
0,1201,0.009945355355739594
0,1301,0.012523924000561237
0,1401,0.014360605739057064
0,1501,0.0143275773152709
0,1601,0.011518936604261398
0,1701,0.009957976639270782
0,1801,0.004794899374246597
0,1901,0.014618106186389923
0,2001,0.009891306981444359
0,2101,0.008469009771943092
0,2201,0.008630533702671528
0,2301,0.009418729692697525
0,2401,0.009916516952216625
0,1,0.29993605613708496
0,101,0.10952052474021912
0,201,0.07894688099622726
0,301,0.055307622998952866
0,401,0.028404969722032547
0,501,0.03407089784741402
0,601,0.013310501351952553
0,701,0.010785537771880627
0,801,0.0075105768628418446
0,901,0.011627652682363987
0,1001,0.007939010858535767
0,1101,0.008834281004965305
0,1201,0.011911848559975624
0,1301,0.013911392539739609
0,1401,0.010342665016651154
0,1501,0.010034143924713135
0,1601,0.008843003772199154
0,1701,0.017154568806290627
0,1801,0.011927993036806583
0,1901,0.0067592705599963665
0,2001,0.008253422565758228
0,2101,0.004677341785281897
0,2201,0.009004641324281693
0,2301,0.0058012004010379314
0,2401,0.006006351672112942
0,1,0.2918551564216614
0,101,0.078063003718853
0,201,0.09655100107192993
0,301,0.053047891706228256
0,401,0.025327472016215324
0,501,0.02537226863205433
0,601,0.0080418074503541
0,701,0.00990317203104496
0,801,0.006971051916480064
0,901,0.009596005082130432
0,1001,0.008279294706881046
0,1101,0.010276739485561848
0,1201,0.011664260178804398
0,1301,0.01734941639006138
